id,조문문장,T4_L1,T4_L2,T4_확신도,T4_근거
P00001,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는'으로 끝나며 요건 일부를 대통령령에 맡기는 위임의 형태이다.
P00002,대통령령으로 정하는,위임,대통령령,5,"문장 말미의 '대통령령으로 정하는'은 규율권한의 일부를 대통령령에 위임하는 형태로 해석되며, 위임에 해당한다."
P00003,대통령령으로 정하는,위임,대통령령,5,문장 끝의 '대통령령으로 정하는'은 하위 규범의 규율권한을 넘겨 구체적 요건을 대통령령에 위임하는 형태로 판단된다.
P00004,대통령령으로 정하는,위임,대통령령,5,표지어구가 '대통령령으로 정하는'으로 문장의 끝에 있어 요건 일부를 대통령령에 위임하는 형태이다.
P00005,대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 대통령령으로 정한다는 형식이 규율권한의 하위 규범 위임을 나타낸다.
P00006,대통령령으로 정한다,위임,대통령령,5,나타난 문구가 요건의 일부를 대통령령으로 정하도록 하며 규율권한의 이전을 시사한다.
P00007,대통령령으로 정한다,위임,대통령령,5,표지어구가 '대통령령으로 정한다'로 끝나 하위 규범의 규율권한을 위임하는 형태이므로 위임으로 판정한다.
P00008,대통령령으로 정한다,위임,대통령령,5,"문장이 종결형으로 '대통령령으로 정한다'는 형태이며, 요건을 대통령령에 위임하는 위임 판단이 된다."
P00009,대통령령으로 정한다,위임,대통령령,5,"표지어구가 '대통령령으로 정한다'로 규정 권한의 위임을 나타내며, 하위 규범이 규율권한을 넘긴다."
P00010,대통령령으로 정한다,위임,대통령령,5,"표지어구가 대통령령으로 정한다로 규율권한을 하위 규범에 넘긴 위임의 형태이며, 문장이 끝나며 요건 일부를 대통령령에 위임한다."
P00011,대통령령으로 정하는,위임,대통령령,5,문장이 끝나며 '대통령령으로 정하는' 형태로 요건 일부를 맡겨 규율권한을 넘긴다.
P00012,대통령령으로 정하는 비율의,위임,대통령령,5,문장 끝에 '대통령령으로 정하는 비율의'로 요건의 범위를 대통령령에 위임하는 표현이 명시되어 있어 위임으로 판단된다.
P00013,대통령령으로 정하는 인력의 양성과,위임,대통령령,5,문장 말미가 '대통령령으로 정하는'으로 규율 권한의 위임을 명시하고 있다.
P00014,내국인의 수는 대통령령으로 정하는,위임,대통령령,5,문장 말미에 표지어구로 대통령령을 지시하고 있어 규율권한을 대통령령으로 넘기는 위임으로 판단된다.
P00015,대통령령으로 정하는,위임,대통령령,5,문장 말미가 특정 법형식을 명시하며 규율권한의 위임 가능성을 지시하므로 위임으로 판단한다. 표지어구가 '대통령령'으로 규정되어 있다.
P00016,대통령령으로 정한다,위임,대통령령,5,표지어구구 '대통령령으로 정한다'는 요건 일부를 위임해 규율권한을 하위 규범에 넘긴다.
P00017,교육부장관이 정하는 회계기준 등에 따라 처리한다.,위임,대통령령|조례,4,"표지어구 '교육부장관이 정하는'은 하위 규범에 구체적 규율권한을 넘겨 위임하는 형태로 판단되나, 구체적 법형식은 명시하지 않지만 표지어구로 제시되어 있어 장관이 정하는 규범으로 해석된다."
P00018,대통령령으로 정하는 바에 따라 외국교육기관의 신청을,위임,대통령령,5,"표지어구가 문장의 핵심으로, '대통령령으로 정하는 바에 따라' 형태로 규정의 범위를 하위 규범에 넘김. 위임에 해당하며, 인용은 아니다."
P00019,대통령령으로 정하는,위임,대통령령,5,문장이 종결형으로 대통령령으로 정하는 바에 따라 규율권한을 하위 규범에 넘긴다.
P00020,③ 법 제10조제1항 단서에 따라 외국교육기관에 입학할 수 있는 내국인 학생 수의 비율은 해당 외국교육기관 학생정원의 30퍼센트의 범위에서 위원회가 조정하는 비율로 한다. 이 경우 교육감이 특별시·광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있다.,위임,대통령령|조례,5,"문장에 따라 법령의 규율권한을 특정 규정으로 위임하고 있으며, 표지어구와 함께 특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있도록 요건을 일부 이양한다."
P00021,③ 법 제10조제1항 단서에 따라 외국교육기관에 입학할 수 있는 내국인 학생 수의 비율은 해당 외국교육기관 학생정원의 30퍼센트의 범위에서 위원회가 조정하는 비율로 한다. 이 경우 교육감이 특별시·광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있다.,위임,대통령령|조례,4,"문장 내에서 외국교육기관 입학 가능 내국인 학생 비율을 위원회가 조정하도록 규정하고, 교육감이 교육규칙으로 추가로 높일 수 있도록 요건을 일부 위임한다. 형식상은 '교육규칙으로'라는 형식이 포함되어 있어 위임으로 판단. L2는 교육규칙이 명시되어 있어 해당 형식으로 판단."
P00022,③ 법 제10조제1항 단서에 따라 외국교육기관에 입학할 수 있는 내국인 학생 수의 비율은 해당 외국교육기관 학생정원의 30퍼센트의 범위에서 위원회가 조정하는 비율로 한다. 이 경우 교육감이 특별시·광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있다.,위임,대통령령|조례,4,"문장 내 법령 형식은 시행령 조문으로 규정되었고, 하위 규범에 의해 비율 조정 및 입학비율 추가 규정이 위임적으로 규정되어 있다. 표지어구는 교육여건 고려 및 규칙 수단을 명시하므로, 형식은 조합적으로 해석하면 시행령과 조례를 병기하는 형태로 판단된다."
P00023,"② 제1항제1호, 제1호의2, 제2호 및 제3호의 기준에 대한 구체적인 내용은 교육부장관이 정한다.",위임,대통령령|조례,4,표지어구가 특정 항의 기준에 대한 구체적 내용을 교육부장관이 정한다고 명시하여 하위 규범에 규율권한을 넘기는 위임으로 해석된다.
P00024,8. 그 밖에 신청기관의 지정 여부를 심의하기 위하여 교육부장관이 정하는 자료,인용,해당없음,5,"표지어구 '교육부장관이 정하는 자료'는 이미 존재하는 규범을 가리키는 원용/준용의 형태로 보이며, 새 규범의 제정 권한을 넘기지 않는다."
P00025,대통령령으로 정하는,위임,대통령령,5,표지어구가 '대통령령으로 정하는'으로 끝나며 요건의 일부를 위임하는 형태이므로 하위 규범에 규율권한을 넘긴다. L2는 대통령령으로 정하는 형식을 명시하므로 해당
P00026,대통령령으로 정하는,위임,대통령령,5,"문장 끝이 '대통령령으로 정하는'으로 규율권한의 위임 표현이며, 형식은 대통령령임"
P00027,대통령령으로 정하는,위임,대통령령,5,문장 말미가 '대통령령으로 정하는'으로 종결되며 요건의 일부를 위임하는 표현에 해당한다.
P00028,필요한 사항은 대통령령으로,위임,대통령령,5,문장 말미에 '필요한 사항은 대통령령으로'로 규율권한을 하위 규범에 넘겨 위임하는 표현이다.
P00029,대통령령으로 정한다,위임,대통령령,5,표지어구가 '대통령령'이고 문장 끝이 규정의 구체적 정함을 지시하는 형태로 위임에 해당한다.
P00030,대통령령으로 정한다,위임,대통령령,5,표지어구가 '대통령령으로 정한다'로 위임의 형태를 보이며 규율권한을 넘김.
P00031,대통령령으로 정한다,위임,대통령령,5,"표지어구가 '대통령령으로 정한다'이며 문장이 규율권한을 다른 규범에 넘겨 위임하는 형태이므로 L1은 위임, L2는 대통령령으로 정하는 형식을 명시하고 있다."
P00032,대통령령으로 정한다,위임,대통령령,5,"표지어구가 ‘대통령령으로 정한다’로 규정권한의 위임을 나타내며, 요건 일부를 대통령령에 위임하는 형태로 판단된다."
