id,상위법령ID,상위법령명,상위조문번호,상위조문제목,조문문장,위임표지어구,API_위임구분,자동추출_위임형식,대상유형,대상명
P00001,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,5,외국교육기관의 설립승인,대통령령으로 정하는,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00002,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,5,외국교육기관의 설립승인,대통령령으로 정하는,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00003,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,5,외국교육기관의 설립승인,대통령령으로 정하는,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00004,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,5,외국교육기관의 설립승인,대통령령으로 정하는,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00005,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,5,외국교육기관의 설립승인,대통령령으로 정한다,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00006,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,5,외국교육기관의 설립승인,대통령령으로 정한다,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00007,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,5,외국교육기관의 설립승인,대통령령으로 정한다,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00008,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,5,외국교육기관의 설립승인,대통령령으로 정한다,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00009,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,5,외국교육기관의 설립승인,대통령령으로 정한다,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00010,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,5,외국교육기관의 설립승인,대통령령으로 정한다,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00011,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,9,지도ㆍ감독,대통령령으로 정하는,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00012,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,10,학생정원,대통령령으로 정하는 비율의,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00013,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,10,학생정원,대통령령으로 정하는 인력의 양성과,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00014,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,10,학생정원,내국인의 수는 대통령령으로 정하는,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00015,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,11,학력인정,대통령령으로 정하는,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00016,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,11,학력인정,대통령령으로 정한다,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00017,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,12,외국교육기관의 회계처리,교육부장관이 정하는 회계기준 등에 따라 처리한다.,교육부장관이 정하는,위임행정규칙,미특정,행정규칙,외국교육기관 회계기준
P00018,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,14,재정지원 등,대통령령으로 정하는 바에 따라 외국교육기관의 신청을,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00019,009936,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법,24,과태료,대통령령으로 정하는,대통령령,시행령,대통령령,법령,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령
P00020,010073,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령,7,학생의 정원,③ 법 제10조제1항 단서에 따라 외국교육기관에 입학할 수 있는 내국인 학생 수의 비율은 해당 외국교육기관 학생정원의 30퍼센트의 범위에서 위원회가 조정하는 비율로 한다. 이 경우 교육감이 특별시·광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있다.,교육감이 특별시.광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시.광역시 또는 도의 교육규칙으로,위임자치법규,조례,자치법규,강원특별자치도 외국교육기관 내국인 학생 추가 입학비율에 관한 규칙
P00021,010073,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령,7,학생의 정원,③ 법 제10조제1항 단서에 따라 외국교육기관에 입학할 수 있는 내국인 학생 수의 비율은 해당 외국교육기관 학생정원의 30퍼센트의 범위에서 위원회가 조정하는 비율로 한다. 이 경우 교육감이 특별시·광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있다.,교육감이 특별시.광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시.광역시 또는 도의 교육규칙으로,위임자치법규,조례,자치법규,대구광역시 외국교육기관 내국인 학생 추가 입학비율에 관한 규칙
P00022,010073,경제자유구역 및 제주국제자유도시의 외국교육기관 설립ㆍ운영에 관한 특별법 시행령,7,학생의 정원,③ 법 제10조제1항 단서에 따라 외국교육기관에 입학할 수 있는 내국인 학생 수의 비율은 해당 외국교육기관 학생정원의 30퍼센트의 범위에서 위원회가 조정하는 비율로 한다. 이 경우 교육감이 특별시·광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시·광역시 또는 도의 교육규칙으로 입학비율을 추가로 높일 수 있다.,교육감이 특별시.광역시 또는 도의 교육여건을 고려하여 학생정원의 20퍼센트의 범위에서 특별시.광역시 또는 도의 교육규칙으로,위임자치법규,조례,자치법규,인천광역시 외국교육기관 운영에 관한 규칙
P00023,010880,고등교육기관의 평가ㆍ인증 등에 관한 규정,5,인정기관의 지정기준,"② 제1항제1호, 제1호의2, 제2호 및 제3호의 기준에 대한 구체적인 내용은 교육부장관이 정한다.",교육부장관이 정한다,위임행정규칙,,행정규칙,고등교육 평가·인증 인정기관 지정기준
P00024,010880,고등교육기관의 평가ㆍ인증 등에 관한 규정,6,인정기관의 지정,8. 그 밖에 신청기관의 지정 여부를 심의하기 위하여 교육부장관이 정하는 자료,교육부장관이 정하는 자료,위임행정규칙,미특정,행정규칙,고등교육 평가·인증 인정기관 지정기준
P00025,000899,고등교육법,4,학교의 설립 등,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00026,000899,고등교육법,4,학교의 설립 등,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00027,000899,고등교육법,5,지도ㆍ감독,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00028,000899,고등교육법,6,학교규칙,필요한 사항은 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00029,000899,고등교육법,7,재정지원에 관한 계획 및 협의ㆍ조정,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00030,000899,고등교육법,7,재정지원에 관한 계획 및 협의ㆍ조정,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00031,000899,고등교육법,7,재정지원에 관한 계획 및 협의ㆍ조정,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00032,000899,고등교육법,7,재정지원에 관한 계획 및 협의ㆍ조정,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00033,000899,고등교육법,10,학교협의체,따로 법률로 정한다,법률,시행규칙,,법령,한국대학교육협의회법
P00034,000899,고등교육법,10,학교협의체,따로 법률로 정한다,법률,시행규칙,,법령,한국대학교육협의회법
P00035,000899,고등교육법,11,등록금 및 등록금심의위원회,교육부령으로 정한다,교육부령,시행규칙,부령,법령,대학 등록금에 관한 규칙
P00036,000899,고등교육법,11,등록금 및 등록금심의위원회,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00037,000899,고등교육법,11,등록금 및 등록금심의위원회,대통령령으로 정하는 사항,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00038,000899,고등교육법,11,등록금 및 등록금심의위원회,대통령령으로 정하는 바에,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00039,000899,고등교육법,11,평가 등,교육부령으로 정하는,교육부령,시행규칙,부령,법령,고등교육기관의 자체평가에 관한 규칙
P00040,000899,고등교육법,11,평가 등,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육기관의 평가ㆍ인증 등에 관한 규정|고등교육기관의 평가ㆍ인증 등에 관한 규정
P00041,000899,고등교육법,11,평가 등,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육기관의 평가ㆍ인증 등에 관한 규정|고등교육기관의 평가ㆍ인증 등에 관한 규정
P00042,000899,고등교육법,11,교육통계조사 등,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00043,000899,고등교육법,11,교육통계조사 등,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00044,000899,고등교육법,11,교육통계조사 등,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00045,000899,고등교육법,14,강사,대통령령으로 정하는 임용기준과,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00046,000899,고등교육법,14,강사,대통령령으로 정하는 사항을,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00047,000899,고등교육법,14,강사,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00048,000899,고등교육법,16,교원ㆍ조교의 자격기준 등,사항은 대통령령으로,대통령령,시행령,대통령령,법령,대학교원 자격기준 등에 관한 규정
P00049,000899,고등교육법,16,교원ㆍ조교의 자격기준 등,사항은 대통령령으로,대통령령,시행령,대통령령,법령,대학교원 자격기준 등에 관한 규정
P00050,000899,고등교육법,17,겸임교원 등,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00051,000899,고등교육법,18,학교의 명칭,대통령령으로 정하고,대통령령,시행령,대통령령,법령,한국교원대학교 설치령
P00052,000899,고등교육법,18,학교의 명칭,대통령령으로 정하고,대통령령,시행령,대통령령,법령,한국교원대학교 설치령
P00053,000899,고등교육법,18,학교의 명칭,대통령령으로 정하고,대통령령,시행령,대통령령,법령,한국교원대학교 설치령
P00054,000899,고등교육법,18,학교의 명칭,대통령령으로 정하고,대통령령,시행령,대통령령,법령,한국교원대학교 설치령
P00055,000899,고등교육법,18,학교의 명칭,대통령령으로 정하고,대통령령,시행령,대통령령,법령,한국교원대학교 설치령
P00056,000899,고등교육법,18,학교의 명칭,"① 학교의 명칭은 국립학교는 대통령령으로 정하고, 공립학교는 해당 지방자치단체의 조례로 정하며, 사립학교는 해당 학교법인의 정관으로 정한다.",조례로,위임자치법규,대통령령,자치법규,강원특별자치도 행정기구설치 조례
P00057,000899,고등교육법,18,학교의 명칭,"① 학교의 명칭은 국립학교는 대통령령으로 정하고, 공립학교는 해당 지방자치단체의 조례로 정하며, 사립학교는 해당 학교법인의 정관으로 정한다.",조례로,위임자치법규,대통령령,자치법규,서울특별시 행정기구 설치 조례
P00058,000899,고등교육법,18,학교의 명칭,"① 학교의 명칭은 국립학교는 대통령령으로 정하고, 공립학교는 해당 지방자치단체의 조례로 정하며, 사립학교는 해당 학교법인의 정관으로 정한다.",조례로,위임자치법규,대통령령,자치법규,충청남도 행정기구 및 정원 운영에 관한 조례
P00059,000899,고등교육법,18,학교의 명칭,"① 학교의 명칭은 국립학교는 대통령령으로 정하고, 공립학교는 해당 지방자치단체의 조례로 정하며, 사립학교는 해당 학교법인의 정관으로 정한다.",조례로,위임자치법규,대통령령,자치법규,충청북도 행정기구 설치 조례
P00060,000899,고등교육법,19,학교의 조직,대통령령으로 정하는,대통령령,시행령,대통령령,법령,국립학교 설치령|국립학교 설치령
P00061,000899,고등교육법,19,학교의 조직,대통령령으로 정하는,대통령령,시행령,대통령령,법령,국립학교 설치령|국립학교 설치령
P00062,000899,고등교육법,19,학교의 조직,대통령령과 학칙으로,대통령령,시행령,대통령령,법령,국립학교 설치령|국립학교 설치령
P00063,000899,고등교육법,19,학교의 조직,대통령령과 학칙으로,대통령령,시행령,대통령령,법령,국립학교 설치령|국립학교 설치령
P00064,000899,고등교육법,19,학교의 조직,대통령령과 학칙으로,대통령령,시행령,대통령령,법령,국립학교 설치령|국립학교 설치령
P00065,000899,고등교육법,19,학교의 조직,대통령령과 학칙으로,대통령령,시행령,대통령령,법령,국립학교 설치령|국립학교 설치령
P00066,000899,고등교육법,19,학교의 조직,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",조례와,위임자치법규,대통령령,자치법규,강원도립대학교 운영에 관한 조례
P00067,000899,고등교육법,19,학교의 조직,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",조례와,위임자치법규,대통령령,자치법규,강원특별자치도 행정기구설치 조례
P00068,000899,고등교육법,19,학교의 조직,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",조례와,위임자치법규,대통령령,자치법규,서울특별시 행정기구 설치 조례
P00069,000899,고등교육법,19,학교의 조직,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",조례와,위임자치법규,대통령령,자치법규,충청북도 행정기구 설치 조례
P00070,000899,고등교육법,19,학교의 조직,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",조례와,위임자치법규,대통령령,자치법규,충청남도 행정기구 및 정원 운영에 관한 조례
P00071,000899,고등교육법,19,학교의 조직,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",조례와,위임자치법규,대통령령,자치법규,충북도립대학교 운영에 관한 조례
P00072,000899,고등교육법,19,학교의 조직,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",조례와,위임자치법규,대통령령,자치법규,충남도립대학교 운영 조례
P00073,000899,고등교육법,19,학교의 조직,"② 학교의 조직에 관한 기본적 사항은 국립학교는 대통령령과 학칙으로 정하고, 공립학교는 해당 지방자치단체의 조례와 학칙으로 정하며, 사립학교는 해당 학교법인의 정관과 학칙으로 정한다.",조례와,위임자치법규,대통령령,자치법규,서울시립대학교 운영에 관한 조례
P00074,000899,고등교육법,19,대학평의원회의 설치 등,심의에 필요한 경우 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00075,000899,고등교육법,19,대학평의원회의 설치 등,대통령령으로 정하는 사항에 대해서는 대학평의원회의,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00076,000899,고등교육법,19,대학평의원회의 설치 등,대통령령으로 정하는 바에 따라 해당 학교법인의,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00077,000899,고등교육법,19,인권센터,대통령령으로 정하는 기준에 따라 학칙,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00078,000899,고등교육법,20,학년도 등,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00079,000899,고등교육법,20,학년도 등,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00080,000899,고등교육법,20,학년도 등,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00081,000899,고등교육법,21,교육과정의 운영,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00082,000899,고등교육법,21,교육과정의 운영,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00083,000899,고등교육법,21,교육과정의 운영,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00084,000899,고등교육법,22,수업 등,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00085,000899,고등교육법,23,학점의 인정 등,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00086,000899,고등교육법,23,학점의 인정 등,사항은 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00087,000899,고등교육법,23,학사학위취득의 유예,필요한 사항은 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00088,000899,고등교육법,24,분교,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00089,000899,고등교육법,27,외국박사학위의 신고 등,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00090,000899,고등교육법,27,안전관리계획의 수립ㆍ시행,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00091,000899,고등교육법,29,대학원,대통령령으로 정하는,대통령령,시행령,대통령령,법령,사이버대학 설립ㆍ운영 규정|고등교육법 시행령
P00092,000899,고등교육법,29,대학원,대통령령으로 정하는,대통령령,시행령,대통령령,법령,사이버대학 설립ㆍ운영 규정|고등교육법 시행령
P00093,000899,고등교육법,29,대학원,대통령령으로 정하는,대통령령,시행령,대통령령,법령,사이버대학 설립ㆍ운영 규정|고등교육법 시행령
P00094,000899,고등교육법,29,대학원,사항은 대통령령으로,대통령령,시행령,대통령령,법령,사이버대학 설립ㆍ운영 규정|고등교육법 시행령
P00095,000899,고등교육법,29,대학원,사항은 대통령령으로,대통령령,시행령,대통령령,법령,사이버대학 설립ㆍ운영 규정|고등교육법 시행령
P00096,000899,고등교육법,29,대학원,사항은 대통령령으로,대통령령,시행령,대통령령,법령,사이버대학 설립ㆍ운영 규정|고등교육법 시행령
P00097,000899,고등교육법,29,대학원,사항은 대통령령으로,대통령령,시행령,대통령령,법령,사이버대학 설립ㆍ운영 규정|고등교육법 시행령
P00098,000899,고등교육법,29,대학원의 종류,법률로 정한다,법률,시행규칙,,법령,법학전문대학원 설치ㆍ운영에 관한 법률
P00099,000899,고등교육법,31,수업연한,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00100,000899,고등교육법,31,수업연한,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00101,000899,고등교육법,32,학생의 정원,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00102,000899,고등교육법,32,학생의 정원,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00103,000899,고등교육법,32,학생의 정원,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00104,000899,고등교육법,32,학생의 정원,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00105,000899,고등교육법,32,학생의 정원,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00106,000899,고등교육법,32,학생의 정원,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00107,000899,고등교육법,32,학생의 정원,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00108,000899,고등교육법,34,학생의 선발방법 등,교육부령으로 정한다,교육부령,시행규칙,부령,법령,대학수학능력시험 출제위원 지정ㆍ위촉에 관한 규칙
P00109,000899,고등교육법,34,학생의 선발방법 등,교육부령으로 정하는,교육부령,시행규칙,부령,법령,대학수학능력시험 출제위원 지정ㆍ위촉에 관한 규칙
P00110,000899,고등교육법,34,학생의 선발방법 등,교육부장관이 정하는 경미한 부정행위를 한 사람에 대하여는 응시자격을 정지하지 아니한다.,교육부장관이 정하는,위임행정규칙,미특정,행정규칙,대학수학능력시험 관리규정
P00111,000899,고등교육법,34,입학사정관 등,대통령령으로 정하는 특수한 관계에,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00112,000899,고등교육법,34,입학전형료,산정방법은 교육부령으로,교육부령,시행규칙,부령,법령,대학 입학전형 관련 수입ㆍ지출의 항목 및 산정방법에 관한 규칙
P00113,000899,고등교육법,34,입학전형료,국민기초생활수급자 등 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00114,000899,고등교육법,34,입학전형료,대통령령으로 정하는 바에 따라 입학전형료의,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00115,000899,고등교육법,34,입학전형료,못하는 경우 등 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00116,000899,고등교육법,34,입학전형료,잔액을 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00117,000899,고등교육법,34,대학입학 전형계획의 공표,대통령령으로 정하는 학교협의체와,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00118,000899,고등교육법,34,대학입학 전형계획의 공표,대통령령으로 정하는 바에,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00119,000899,고등교육법,34,대학입학 전형계획의 공표,대통령령으로 정하는 사유가,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00120,000899,고등교육법,34,대학입학 전형계획의 공표,대통령령으로 정하는 바에,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00121,000899,고등교육법,34,대학입학 전형계획의 공표,대통령령으로 정하는 사유가,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00122,000899,고등교육법,34,대학입학 전형계획의 공표,대통령령으로 정하는 바에,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00123,000899,고등교육법,34,입학허가의 취소,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00124,000899,고등교육법,34,외국인 학생의 선발ㆍ지원 등,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00125,000899,고등교육법,34,사회통합전형의 운영,대통령령으로 정한,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00126,000899,고등교육법,34,사회통합전형의 운영,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00127,000899,고등교육법,35,학위의 수여,사항은 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00128,000899,고등교육법,35,학위의 수여,사항은 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00129,000899,고등교육법,35,학위의 수여,사항은 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00130,000899,고등교육법,35,학위의 수여,사항은 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00131,000899,고등교육법,35,학위의 수여,사항은 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00132,000899,고등교육법,35,학위의 수여,사항은 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00133,000899,고등교육법,35,학위의 수여,사항은 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00134,000899,고등교육법,35,학위의 수여,사항은 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00135,000899,고등교육법,36,시간제 등록,사항은 대통령령으로,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00136,000899,고등교육법,40,산업체 위탁교육,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00137,000899,고등교육법,41,목적,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00138,000899,고등교육법,43,종합교원양성대학,필요가 있는 경우에 대통령령으로 정하는 바에,대통령령,시행령,대통령령,법령,한국교원대학교 설치령
P00139,000899,고등교육법,43,종합교원양성대학,필요가 있는 경우에 대통령령으로 정하는 바에,대통령령,시행령,대통령령,법령,한국교원대학교 설치령
P00140,000899,고등교육법,46,임시교원 양성기관 등,필요한 경우에는 대통령령으로 정하는 바에 따라 임시교원 양성기관과,대통령령,시행령,대통령령,법령,교원 등의 연수에 관한 규정
P00141,000899,고등교육법,46,임시교원 양성기관 등,필요한 경우에는 대통령령으로 정하는 바에 따라 임시교원 양성기관과,대통령령,시행령,대통령령,법령,교원 등의 연수에 관한 규정
P00142,000899,고등교육법,48,수업연한,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00143,000899,고등교육법,48,수업연한,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00144,000899,고등교육법,49,전공심화과정,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00145,000899,고등교육법,49,전문기술석사과정,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00146,000899,고등교육법,49,전문기술석사과정,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00147,000899,고등교육법,50,학위의 수여,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00148,000899,고등교육법,50,학위의 수여,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00149,000899,고등교육법,50,전공심화과정에 대한 학위수여,대통령령으로 정하는 요건,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00150,000899,고등교육법,50,전공심화과정에 대한 학위수여,대통령령으로 정하는 과,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00151,000899,고등교육법,50,전공심화과정에 대한 학위수여,대통령령으로 정하는,대통령령,시행령,대통령령,법령,고등교육법 시행령
P00152,000899,고등교육법,50,전공심화과정에 대한 학위수여,대통령령으로 정한다,대통령령,시행령,대통령령,법령,고등교육법 시행령
